,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
1336,Biotechnology  Medical Research,Cytokinetics Inc. is a late-stage biopharmaceutical company.,US,Cytokinetics,-,"Cytokinetics, Incorporated - Common Stock",CYTK,,EQUITY,48.62,54.74,29.1,29.1,4771.223, ,1.15567,9.00992,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,73.05007,0.0,0.0,0.0,54.74,0.0,178.0907,0.0,0.0,0.0,0.0,39.08109,0.0,0.0,0.0,31.56552,0.0,0.0,0.0,0.0,161.5059,85652213.0,0.0,0.0,64.1562,178.9883,731165,1334528.0,1334530.0,29087610.0,0.086
1337,"Machinery, Equipment  Components","Gates Industrial Corporation plc is a manufacturer of power transmission and fluid power solutions. The Company operates its business on a product-line basis through its two reporting segments, such as power transmission and fluid power. Its power transmission segment includes elastomer drive belts and related components used transfer motion in a broad range of applications. Its fluid power segment includes hoses, tubing and fittings designed to convey hydraulic fluid at high pressures in both mobile and stationary applications, and other high-pressure and fluid transfer hoses used to convey various fluids. The Company sells its products under its Gates brand name. Its products are used in applications across various end markets including construction, agriculture, energy, automotive, transportation, general industrial, and consumer products.",US,Gates Industrial,-,Gates Industrial Corporation plc Ordinary Shares,GTES,,EQUITY,11.48,18.18,10.37,10.37,3395.906, ,1.59811,2.91251,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.73694,36.36965,36.53039,18.18,2.98025,85.65682,6.53948,7.0755,12.42832,11.14082,1.14796,7.2733,16.32426,0.0,0.97634,2.01102,3.34901,7.32077,3.98243,5.31065,282286432.0,0.0,0.0,43.77362,86.93462,644135,440819.0,440820.0,13577950.0,0.0423
1338,Biotechnology  Medical Research,"Zymeworks Inc. a clinical-stage biopharmaceutical company that is engaged in the discovery, development, and commercialization of bio-therapeutics for the treatment of cancer in Canada.",US,Zymeworks,-,Zymeworks Inc. Common Shares,ZYME,,EQUITY,6.4,37.19,4.56,4.56,366.4613, ,1.14555,3.28467,0.0,0.0,0.0, ,0.0,0.0,0.0,6.00797,25.83448,0.0,0.0,0.0,37.19,0.0,0.05084,0.0,0.0,0.0,0.0,1.64521,0.0,0.0,0.0,11.58844,0.0,0.0,0.0,0.0,52.48819,57892785.0,0.0,0.0,0.05081,0.05084,630676,653897.0,653900.0,20949270.0,0.1037
1339,"Machinery, Equipment  Components","A. O. Smith Corporation operates through two segments: North America and Rest of World. The Companys Rest of World segment primarily consists of China, Europe and India. Both segments manufacture and market comprehensive lines of residential and commercial gas, gas tankless and electric water heaters, as well as water treatment products. Both segments primarily manufacture and market in their respective regions of the world. Its North America segment manufactures and globally markets specialty commercial water heating equipment, condensing and non-condensing boilers and water systems tanks. It also manufactures and markets in-home air purification products in China. It serves residential and commercial end markets in North America with a range of products, which include water heaters, boilers and other. It supplies water heaters to the residential market in China with a broad product offering, including electric, gas, gas tankless, heat pump and solar units, as well as combi boilers.",US,A.O,-,A.O. Smith Corporation Common Stock,AOS,2022-07-28 00:00:00.000,EQUITY,61.29,86.737,51.91,51.91,9673.084,2022-08-15 00:00:00.000,1.1765,1.75719,0.0,1.79,1.12,2022-07-28 00:00:00.000,0.28,1.79,0.0,19.76131,10.24438,3.25334,34.62056,35.7293,86.737,79.71429,16.26778,13.06553,13.42087,17.11357,17.38848,5.50839,16.27369,19.25099,0.974176,2.51008,1.22611,16.00842,28.66327,22.35912,19.5576,128477403.0,0.0,0.0,14.27137,16.64714,540272,570997.0,571000.0,19558410.0,0.0442
1340,Biotechnology  Medical Research,"Rockwell Medical, Inc. is a biopharmaceutical company. The Company is targeting end-stage renal disease and chronic kidney disease with products for the treatment of iron deficiency and hemodialysis.",US,Rockwell Medical,-,"Rockwell Medical, Inc. - Common Stock Status Alert: Deficient",RMTI,,EQUITY,1.83,7.7,1.17,1.17,21.03013, ,1.27515,1.26548,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33605,0.98321,0.0,0.0,0.0,1.24251,9993107.950000001,0.0,0.0,135.3404,0.0,84759,166227.0,166230.0,1941650.0,0.0
1341,Hotels  Entertainment Services,"The Cheesecake Factory Inc. is an experiential dining company. The Company owns and operates approximately 294 restaurants throughout the United States and Canada under brands, including The Cheesecake Factory, North Italia and a collection within the Fox Restaurant Concepts FRC subsidiary. Its segments include The Cheesecake Factory, North Italia, other FRC brands and Other. The Companys Cheesecake Factory menu features approximately 25 items and menu offerings include appetizers, pizza, seafood, steaks, chicken, burgers, small plates, pastas, salads and sandwiches. It also operates two bakery production facilities, one in Calabasas Hills, California, and one in Rocky Mount, North Carolina. Its cheesecakes include the Original Cheesecake, Ultimate Red Velvet Cake Cheesecake, Godiva Chocolate Cheesecake and Oreo Dream Extreme Cheesecake. The Company also operates Grand Lux Cafe, RockSugar Southeast Asian Kitchen and Social Monk Asian Kitchen.",US,The Cheesecake Factory,-,The Cheesecake Factory Incorporated - Common Stock,CAKE,2022-08-09 00:00:00.000,EQUITY,31.35,51.19,26.05,26.05,1712.05,2022-08-23 00:00:00.000,1.46898,0.62819,0.0,2.47,0.81,2022-08-09 00:00:00.000,0.27,2.47,0.0,224.401,70.12597,1.66252,75.47785,76.53231,51.19,25.66018,129.1252,3.08127,2.64793,3.35582,2.8066,4.75211,9.88784,19.71706,0.087865,0.54221,0.54433,3.04325,26.25191,3.91239,27.90519,52228497.0,0.0,0.0,56.35573,129.1252,1067538,1074675.0,1074680.0,21747650.0,0.0499
1342,Beverages,"Newage, Inc., formerly New Age Beverage Corp, is an organic and healthy products company. The Company markets a portfolio of better-for-you products. Its Noni by NewAge segment is engaged in the development, manufacturing, and marketing of Tahitian Noni Juice, MAX and other noni beverages as well as other nutritional, cosmetic and personal care products. The Noni by NewAge segment has manufacturing operations in Tahiti, Germany, Japan, the United States, and China. The Noni by NewAge segments products are sold and distributed in approximately 6 countries using independent product consultants through its direct to consumer selling network and electronic commerce business model.",US,NewAge,-,"NewAge, Inc. - Common Stock",NBEV,,EQUITY,0.2222,1.88,0.2132,0.2132,32.59243, ,1.51618,1.41689,0.0,0.0,0.0, ,0.0,0.0,0.0,93.48776,87.65919,0.0,66.28228,67.70322,2.1815,0.0,6.92096,0.0,0.0,0.0,0.0,0.14674,3.17603,0.0,0.0,0.07415,0.91719,0.0,0.0,0.0,77.03545,146812746.0,0.0,0.0,13.16885,15.16605,2056426,2194371.0,2194370.0,30332640.0,0.2156
1343,Residential  Commercial REIT,"JBG SMITH Properties JBG SMITH is a real estate investment trust REIT, which owns and operates a portfolio of high-growth commercial and multifamily assets.",US,JBG SMITH Properties Common Shares,-,JBG SMITH Properties Common Shares,JBGS,2022-08-11 00:00:00.000,EQUITY,23.14,31.09,22.78,22.78,2697.337,2022-08-26 00:00:00.000,0.8403,0.0,0.0,3.82,0.9,2022-08-11 00:00:00.000,0.225,3.82,0.0,179.1245,3704.292,0.56866,48.77564,47.2678,31.09,0.35723,72.02659,95.62540199999991,12.71573,0.00069,0.0,0.97867,8.821,41.4659,0.231492,4.33726,0.0,1.36483,2.20427,1.54838,0.37153,114390891.0,0.0,0.0,37.54564,72.02659,1179368,734225.0,734230.0,19111670.0,0.021
1344,"Machinery, Equipment  Components","Kornit Digital Ltd is an Israel-based global company that develops, manufactures and markets industrial digital printing technologies for the garment, apparel and textile industries. The Company focuses on enabling the mass customization of printed textile products. It provides complete high-speed digital printing solutions, fully integrated and fully in-house made, which include printing systems, inks and consumables, software, pallets and accessories, technical and application support and services. In 22 The company acquired Custom Gateway, an innovative technology provider of cloud-based software workflow solutions for on-demand production business models.",US,Kornit Digital Ltd,-,Kornit Digital Ltd. - Ordinary Shares,KRNT,,EQUITY,31.01,181.38,20.4,20.4,1581.659, ,1.82079,8.52685,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,35.31719,43.35648,181.38,0.0,0.0,0.0,0.0,0.0,0.0,1.74496,0.0,0.0,0.0,5.01086,7.33692,0.0,0.0,0.0,13.75778,49784664.0,0.0,0.0,0.0,0.0,500928,857266.0,857270.0,19224480.0,0.0646
1345,Electronic Equipment  Parts,"Stratasys Ltd. is a provider of three dimensional 3D printing and additive manufacturing AM solutions for the creation of parts used in the processes of designing and manufacturing products and for the direct manufacture of end parts. The Companys solutions include products ranging from entry-level desktop 3D printers to systems for rapid prototyping RP and production systems for direct digital manufacturing DDM. As of December 31, 216, it offered 3D printing consumable materials, consisting of 15 fused deposition modeling FDM, cartridge-based materials, 26 PolyJet cartridge-based materials, five smooth curvature printing SCP inkjet-based materials, 158 non-color digital materials, and over 1,5 color variations, as well as its four SolidScape non-toxic thermoplastic modeling materials. The Companys products and services are used in various industries, including aerospace, automotive, consumer electronics, consumer goods, education, dental, jewelry and others.",US,Stratasys,-,"Stratasys, Ltd. - Common Stock",SSYS,,EQUITY,17.98,42.83,15.86,15.86,1228.885, ,1.27454,3.9208,0.0,0.0,0.0, ,0.0,0.0,0.0,86.6789,0.0,0.0,40.45125,42.42025,42.83,0.0,0.0,0.0,0.0,0.0,0.0,1.33024,0.0,0.0,0.0,1.87314,3.15037,0.0,0.0,0.0,18.96276,66408000.0,0.0,0.0,0.0,0.0,445566,386227.0,386230.0,16802310.0,0.0591
1346,Software & IT Services,"TrueCar, Inc. operates automotive digital marketplace. The Company offers software ecosystem on a technology infrastructure, powered by data and analytics. The Company's platform is available on the TrueCar Website and mobile applications. It enables users to obtain market-based pricing data on new and used cars, and to connect with its network of TrueCar certified dealers. Its subsidiary, TrueCar Dealer Solutions Inc, provides the TrueCar Trade product, which gives consumers information on the value of the trade-in vehicles and enables to obtain a trade-in price. It provides dealers with digital retailing software tools. The Company provides information to consumers in the form of owner ratings and reviews, data-driven vehicle rankings, editorial content and in other formats that allow consumers to research, compare and discover the vehicle based on the preferences.",US,TrueCar,-,"TrueCar, Inc. - Common Stock",TRUE,,EQUITY,2.24,4.64,2.23,2.3,209.3464, ,1.03877,7.19468,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,90.97102,89.39213,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72581,0.0,0.0,0.0,1.12169,0.0,0.0,0.0,0.0,0.0,90421941.0,0.0,0.0,0.0,0.0,407643,622603.0,622600.0,12104800.0,0.1386
1347,Electronic Equipment  Parts,"Jabil Inc. provides electronic manufacturing services and solutions throughout the world. The Company operates in two segments, which include Electronics Manufacturing Services EMS and Diversified Manufacturing Services DMS. Its EMS segment is focused on leveraging information technology IT, supply chain design and engineering, technologies centered on core electronics, sharing of its manufacturing infrastructure and the ability to serve a range of markets. Its DMS segment is focused on providing engineering solutions and a focus on material sciences and technologies. It provides electronic design, production and product management services to companies in the automotive, capital equipment, consumer lifestyles and wearable technologies, computing and storage, defense and aerospace, digital home, emerging growth, healthcare, industrial and energy, mobility, packaging, point of sale and printing industries. The Company also provides paper bottle and paper-based packaging solutions.",US,Jabil,-,Jabil Inc. Common Stock,JBL,2022-08-12 00:00:00.000,EQUITY,61.65,72.11,48.8,48.8,8690.699,2022-09-02 00:00:00.000,1.42551,1.04438,0.0,0.51,0.32,2022-08-12 00:00:00.000,0.08,0.51,0.0,52.40931,36.41565,5.83307,7.43276,7.81522,72.11,8.44737,121.9864,2.61768,2.68579,3.80644,3.90782,3.72352,4.68532,10.83135,0.206668,0.2728,0.54354,5.04617,38.06951,14.11827,9.19101,137554586.0,0.0,0.0,54.95031,122.0289,464067,874943.0,874940.0,19102970.0,0.0505
1348,Metals  Mining,"Commercial Metals Company, recycles and markets steel and metal products, related materials and services. The Company operates through four segments: Americas Recycling, Americas Mills, Americas Fabrication, and International Mill. Americas Recycling segment processes scrap metals for use as a raw material by manufacturers of new metal products. Americas Mills segment includes its three EAF mini mills, two EAF micro mills, a rerolling mill, two scrap metal shredders, eight scrap metal processing facilities that directly support the mills, and a railroad salvage operation, all of which are based in the U.S. Americas Fabrication segment consists of its steel fabrication facilities that bend, weld, cut and fabricate steel, primarily rebar, and produce steel fence posts. The International Mill segment is comprised of its mini mill, recycling and fabrication operations located in Poland. The Company also owns and manufactures GalvaBar, which is a continuous galvanized rebar CGR.",US,Commercial Metals ,-,Commercial Metals Company Common Stock,CMC,2022-06-28 00:00:00.000,EQUITY,41.7,46.68,28.765,28.765,5108.793,2022-07-13 00:00:00.000,1.23391,2.47616,0.0,0.99,0.42,2022-06-28 00:00:00.000,0.14,0.99,0.0,226.5256,138.396,8.80548,22.23087,19.82245,46.68,31.24484,35.50288,12.41903,12.66179,16.55299,13.38046,1.626,4.08924,4.81518,0.021257,0.59843,1.50809,20.59968,40.80344,26.20391,39.7629,120490407.0,0.0,0.0,32.87022,48.9688,786092,759422.0,759420.0,20664490.0,0.0375
1349,Semiconductors  Semiconductor Equipment,"TTM Technologies, Inc. is a printed circuit board PCB manufacturer. The Company is focused on the production of PCBs, backplane assemblies and electro-mechanical solutions E-M Solutions as well as designing and manufacturing of radio frequency RF and microwave components and assemblies. The Company operates through two segments: PCB and E-M Solutions. PCB segment consists of approximately 16 domestic PCB, RF sub-system, and RF component fabrication plants, including two facilities that provide follow-on services, nine PCB fabrication and RF component plants in China, and one in Canada. The E-M Solutions segment consists of its custom electronic assembly plants in China. The Company serves various markets, including aerospace and defense, computing, automotive components, medical, industrial and instrumentation related products, as well as networkingcommunications infrastructure products.",US,TTM Technologies,-,"TTM Technologies, Inc. - Common Stock",TTMI,,EQUITY,16.38,17.475,9.7596,9.7596,1688.249, ,1.5534,1.91176,0.0,0.0,0.0, ,0.0,0.0,0.0,4485.474,4.60373,0.70708,18.71521,16.87306,17.475,3.47325,63.94253,4.44281,3.14951,5.94709,5.43554,1.14519,8.42978,23.36369,0.005209,0.71483,1.62108,2.38392,5.05242,2.9973,10.81751,101012236.0,0.0,0.0,39.02083,63.99042,486072,1056648.0,1056650.0,15854250.0,0.0459
1350,Software  IT Services,"IZEA Worldwide, Inc. creates and operates online marketplaces that connect marketers with content creators. The Company operates through three platforms: The IZEA Exchange IZEAx, BrandGraph and Shake. IZEAx platform is designed to provide an ecosystem that enables the creation and publication of multiple types of custom content through a creators personal websites, blogs, or social media channels including Twitter, Facebook, Instagram and YouTube among others. BrandGraph is a social media intelligence platform that is integrated with IZEAx and both platforms rely on data from each other, but it is also available as a stand-alone platform. Shake platform is an online marketplace where buyers can hire creators of all types for influencer marketing, photography, design, and other digital services.",US,IZEA Worldwide,-,"IZEA Worldwide, Inc. - Common Stock",IZEA,,EQUITY,0.881,3.2,0.83,0.83,57.83607, ,2.59834,5.00926,0.0,0.0,0.0, ,0.0,0.0,0.0,57.42776,0.0,0.0,41.73766,48.60416,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.79586,0.0,0.0,0.0,1.72454,0.0,0.0,0.0,0.0,79.03913,62225449.0,0.0,0.0,0.09135,0.09144,490900,1823827.0,1823830.0,10079400.0,0.0
1351,Specialty Retailers,"Kirklands, Inc. is a specialty retailer of home decor and gifts in the United States. The Companys merchandise categories include wall decor, art, mirrors, lamps, decorative accessories, accent furniture, textiles, fragrance and accessories, frames, housewares, impulse and personal accessories, outdoor living and artificial floral products. The Companys stores also offer a range of holiday merchandise during seasonal periods, as well as items carried throughout the year suitable for gift-giving. The Companys stores operate under various names, such as Kirklands, Kirklands Home, Kirklands Home Outlet, Kirklands Outlet and The Kirkland Collection. It operates approximately 428 stores in over 37 states, as well as an e-commerce enabled Website, www.kirklands.com. Its stores locations include Texas, Florida, California, Georgia, North Carolina, Alabama, Arizona, Virginia and Ohio.",US,Kirklands,-,"Kirklands, Inc. - Common Stock",KIRK,,EQUITY,5.12,27.22,2.984,2.984,63.89263, ,1.86996,1.30455,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.83832,27.39217,32.80653,27.22,0.0,53.67522,0.0,2.31495,0.0,2.26735,0.97984,1.9898,5.98817,0.0,0.11878,0.1451,3.55256,15.51467,5.41831,0.0,12727615.0,0.0,0.0,34.9277,53.67522,2037193,7046025.0,7046020.0,38926120.0,0.2854
1352,Electrical Utilities  IPPs,"Evergy, Inc., is an energy company. The Company provides electricity generation, transmission and distribution services. It serves the customers under Westar and KCPL brand names. It owns, operates and maintains more than 51, miles of distribution lines and 13, megawatts of generation. Its subsidiaries include Kansas City Power  Light Company KCPL and Westar Energy, Inc.",US,Evergy,-,"Evergy, Inc. Common Stock",EVRG,2022-08-18 00:00:00.000,EQUITY,70.26,73.125,59.3439,59.3439,16371.8,2022-09-20 00:00:00.000,0.49293,0.49799,0.0,3.21,2.29,2022-08-18 00:00:00.000,0.5725,3.21,0.0,2.45503,4.64609,3.56022,0.0,0.0,73.125,3.3483,98.81169,13.56377,15.24496,23.19392,24.59789,1.75898,9.17188,20.03528,8.16091,3.02677,0.33308,2.88334,8.96284,3.25675,0.0,229478276.0,0.0,0.0,56.14836,128.0898,735211,871016.0,871020.0,23691540.0,0.0259
1353,Banking Services,"MT Bank Corporation MT is a bank holding company. As of December 31, 216, MT had two bank subsidiaries: Manufacturers and Traders Trust Company MT Bank and Wilmington Trust, National Association Wilmington Trust, N.A.. The Company, along with its subsidiaries, offers a range of retail and commercial banking, trust and wealth management, and investment services. Its segments are Business Banking, which provides a range of services to small businesses and professionals Commercial Banking, which provides a range of credit products and banking services Commercial Real Estate, which provides credit and deposit services Discretionary Portfolio, which includes investment and trading account securities, residential real estate loans and other assets, and short-term and long-term borrowed funds Residential Mortgage Banking, which originates and services residential mortgage loans, and Retail Banking, which services to consumers through various delivery channels.",US,MT Bank,-,MT Bank Corporation Common Stock,MTB,2022-08-31 00:00:00.000,EQUITY,184.08,193.42,131.42,131.42,33159.44,2022-09-30 00:00:00.000,0.90544,0.0,0.0,2.54,4.8,2022-08-31 00:00:00.000,1.2,2.54,0.0,0.0,0.0,10.18564,0.0,0.0,193.42,0.0,11.69769,10.97035,23.67143,14.00346,31.0337,1.3969,19.30457,18.53786,0.0,5.11982,0.0,0.86457,7.3472,0.0,7.88333,175614006.0,0.0,0.0,0.0,16.03706,729283,825160.0,825160.0,21664710.0,0.3135
1354,Collective Investments,"Oaktree Specialty Lending Corporation, formerly Fifth Street Finance Corp., is a specialty finance company. The Company is focused on providing customized one-stop credit solutions to companies with limited access to public or syndicated capital markets. The Company provides companies with flexible financing solutions including first and second lien loans, unsecured and mezzanine loans, and preferred equity. The company acts as a business development company. The Company serves various industries, including Internet software and services, healthcare services, multi-sector holdings, advertising, healthcare equipment, pharmaceuticals, construction and engineering, research and consulting services, and industrial machinery. The Companys investment advisor is Oaktree Capital Management, L.P.",US,Oaktree Specialty Lending,-,Oaktree Specialty Lending Corporation - Common Stock,OCSL,2022-09-14 00:00:00.000,EQUITY,7.02,7.81,6.2,6.2,1294.622,2022-09-30 00:00:00.000,1.28297,0.0,0.0,9.63,0.68,2022-09-14 00:00:00.000,0.17,9.63,0.0,0.0,0.0,0.29414,72.75607,71.50748,7.81,0.58426,107.3664,0.0,20.52339,63.94032,59.15855,1.02461,0.0,24.00218,0.0,5.05364,0.0,2.04096,4.09799,2.07901,35.41103,183374250.0,0.0,0.0,51.77619,107.3664,820535,767252.0,767250.0,20456930.0,0.0633
1355,Semiconductors  Semiconductor Equipment,"Photronics, Inc. is a manufacturer of photomasks, which are photographic quartz plates containing microscopic images of electronic circuits. As of October 3, 216, the Company operated principally from nine manufacturing facilities: two located in Europe, three in Taiwan, one in Korea and three in the United States. Photomasks are used in the manufacture of semiconductors and flat panel displays FPDs, and are used as masters to transfer circuit patterns onto semiconductor wafers and flat panel substrates during the fabrication of integrated circuits ICs, and a range of FPDs and other types of electrical and optical components. The Company offers reticle and photomask maintenance, including pellicle replacement, mask cleaning and re-certification, at all its sites across the world. Its products include Mature Binary, Advanced Binary Reticles, Phase Shift Masks-Embedded Attenuated Phase Shift Masks EAPSM, Other Advanced Products and Large Area Masks.",US,Photronics,-,"Photronics, Inc. - Common Stock",PLAB,,EQUITY,22.9,25.81,12.18,12.18,1455.022, ,1.01354,3.38039,0.0,0.0,0.0, ,0.0,0.0,0.0,155.0439,166.6825,1.42998,34.3359,30.46483,25.81,0.0,8.40581,21.04015,17.11733,24.15591,20.04363,1.7165,6.84971,16.51771,0.106536,1.94973,3.06967,9.83426,10.55483,13.6851,20.55795,61601263.0,0.0,0.0,7.28722,9.89311,623627,981136.0,981140.0,20926050.0,0.0661
1356,Miscellaneous Educational Service Providers,"Laureate Education, Inc. operates a portfolio of degree-granting higher education institutions primarily focused in Latin America. The institutions in its Laureate International Universities network offers a range of undergraduate and graduate degrees through campus-based, online and hybrid programs. Its segments include Brazil, Mexico, Andean, Rest of World and Online  Partnerships. It owns approximately 12 institutions in seven states throughout Brazil. It owns approximately two institutions in Mexico. The Andean segment includes institutions in Peru. The Rest of World segment includes campus-based institutions in Asia Pacific with operations in Australia, Malaysia and New Zealand. The Online  Partnerships segment includes online institutions that offer profession-oriented degree programs in the United States through Walden University and through the University of Liverpool and the University of Roehampton in the United Kingdom.",US,Laureate Education,-,"Laureate Education, Inc. - Class A Common Stock",LAUR,,EQUITY,11.33,19.02,9.41,9.41,1878.809, ,0.7744,1.08274,0.0,0.0,0.0, ,0.0,0.0,0.0,97.56156,138.9107,0.0,36.99378,27.11346,19.02,7.48027,8.83834,10.23714,0.0,33.24035,13.84956,1.84769,26.12868,0.0,0.0,1.62055,0.0,0.0,0.0,0.0,10.30835,164663328.0,0.0,0.0,11.79671,13.3716,447169,750948.0,750950.0,18304070.0,0.0422
1357,Software  IT Services,"A1 Networks, Inc. is a provider of software and hardware solutions. The Companys solutions enable its customers to secure and optimize the performance of their data center and cloud applications, and secure their users, applications and infrastructure from Internet, Web and network threats at scale. The Company offers a portfolio of hardware, software and cloud offerings. Its customers include cloud providers, Web-scale companies, service providers, government organizations and enterprises. The Companys portfolio consists of six application delivery and security products, including Application Delivery Controllers ADC, Lightning Application Delivery Service Lightning ADS, Carrier Grade Network Address Translation CGN, Threat Protection System TPS, SSL Insight SSLi and Convergent Firewall CFW. The Companys products are available in a range of form factors, such as optimized hardware appliances, bare metal software, virtual appliances and cloud-native software.",US,A1 Networks,-,"A1 Networks, Inc. Common Stock",ATEN,2022-08-12 00:00:00.000,EQUITY,15.46,19.05,12.27,12.27,1206.565,2022-09-01 00:00:00.000,0.92076,2.21842,0.0,1.26,0.2,2022-08-12 00:00:00.000,0.05,1.26,0.0,333.5293,59.47728,1.2829,80.16124,79.8632,19.05,0.0,0.0,15.32373,38.39078,19.33562,16.23431,6.17809,11.06159,12.34703,0.037019,4.52446,2.03937,30.08037,64.13438,45.01145,14.31878,76172029.0,0.0,0.0,0.0,0.0,434093,681936.0,681940.0,14746390.0,0.0554
1358,-,-,-,VanEck Vectors Oil Services ETF,The Fund seeks to replicate the price and yield performance of the Market Vectors US Listed Oil Services 25 Index. The Index is comprised of common stocks and depository receipts of US exchange-listed companies of oil services sector.,VanEck Vectors Oil Services ETF,OIH,2021-12-20 00:00:00.000,ETF,236.23,317.0,164.41,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693615,561868.0,0.0,0.0,0.0587
1359,Healthcare Equipment  Supplies,"Berkeley Lights, Inc. is a Digital Cell Biology company focused on enabling and accelerating the rapid development and commercialization of biotherapeutics and other cell-based products. The Company has developed the Berkeley Lights Platform to provide the advanced environment for rapid functional characterization of single cells at scale. The Berkeley Lights Platform consists of advanced automated systems that analyze live cells using consumables and application and workflow software to deliver robust single cell data. Its platform characterizes the performance of cells relevant to the desired cell-based product early in the process and then connects this phenotypic data to the genetic code for each cell. The Berkeley Lights Platform is a fully integrated, end-to-end solution, comprised of consumables, including its OptoSelect chips and reagent kits, advanced automation systems and advanced application and workflow software.",US,Berkeley Lights,-,"Berkeley Lights, Inc. - Common Stock",BLI,,EQUITY,4.02,37.86,3.655,3.655,280.6469, ,0.0,6.60546,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,67.49869,66.91341,37.86,0.0,11.34873,0.0,0.0,0.0,0.0,1.60883,0.0,0.0,0.0,3.2308,6.06788,0.0,0.0,0.0,11.60418,68283926.0,0.0,0.0,10.19206,11.34873,457414,997456.0,997460.0,18737080.0,0.128
1360,Software  IT Services,"SO-YOUNG INTERNATIONAL INC. is a China-based holding company mainly engaged in online destination for discovering, evaluating and reserving medical aesthetic services. The Company operates through two segments: Information Services segment and Reservation Services segment.",US,So-Young International,-,So-Young International Inc. - American Depository Shares,SY,,EQUITY,0.8527,6.74,0.78,0.78,81.36383, ,0.0,2.88136,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,66.19667,71.29693,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.23666,0.0,0.0,0.0,0.37212,2.73829,0.0,0.0,0.0,0.0,69092367.0,0.0,0.0,0.0,0.0,601041,546665.0,546670.0,8670690.0,0.2455
1361,Passenger Transportation Services,"Mesa Air Group, Inc. Mesa is a holding company whose principal subsidiaries operate as regional air carriers providing scheduled passenger and airfreight service. As of September 3, 217, the Company served 11 cities in 37 states, the District of Columbia, Canada, Mexico, and Bahamas. As of March 31, 218, the Company operated a fleet of 145 aircraft with approximately 61 daily departures. The Company operates 64 CRJ-9 aircraft, 2 CRJ-7 and 6 E-175 aircraft. The Companys wholly owned subsidiaries include Mesa Airlines, Inc. and Mesa Air Group-Airline Inventory Management, LLC.",US,Mesa Air Group,-,"Mesa Air Group, Inc. - Common Stock",MESA,,EQUITY,2.49,9.18,2.0,2.0,94.73047, ,2.65088,0.39714,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,23.92166,18.47263,9.18,0.01688,123.6848,0.0,0.0,0.15849,0.0,0.22391,11.72407,0.0,0.0,0.17669,0.28751,0.0,0.0,0.0,11.50093,36295201.0,0.0,0.0,60.05488,150.3435,385447,454652.0,454650.0,10067490.0,0.2737
1362,Biotechnology  Medical Research,"Oramed Pharmaceuticals Inc. is a pharmaceutical company. It is engaged in the research and development of pharmaceutical solutions, including an oral insulin capsule to be used for the treatment of individuals with diabetes, and the use of orally ingestible capsules or pills for delivery of other polypeptides.",US,Oramed Pharmaceuticals,-,Oramed Pharmaceuticals Inc. - Common Stock,ORMP,,EQUITY,8.75,31.54,3.59,3.59,354.8795, ,2.32989,21.01433,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.54,0.0,0.0,0.0,0.0,0.0,0.0,2.29331,0.0,0.0,0.0,121.2434,0.0,0.0,0.0,0.0,8.36727,38827081.0,0.0,0.0,0.0,0.0,239125,485259.0,485260.0,30951620.0,0.1519
